bn_id,personLabel,childLabel,date_value,year,date_prec,had_child_edtf,note,child,s,person,bn_dob_yr,bn_dod_yr,bn_dob,bn_dod,age,all_start_date,all_end_date,earliest,latest,start_age,last_age,latest_year,earliest_year
Q546,Adelaide Alexandra Cragg,,1883-06-21T00:00:00Z,1883,11,1883-06-21,,,Q546-408c0cf4-45be-66ca-9f67-4fd8f38a2cda,https://beyond-notability.wikibase.cloud/entity/Q546,1865,1947,1865-01-01T00:00:00Z,1947-10-15T00:00:00Z,18,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1883-06-21T00:00:00Z,1888-06-21T00:00:00Z,18,23,1888,1883
Q546,Adelaide Alexandra Cragg,,1886-05-21T00:00:00Z,1886,11,1886-05-21,,,Q546-1a00bc2f-4dbb-2328-38c6-c79c6414c76e,https://beyond-notability.wikibase.cloud/entity/Q546,1865,1947,1865-01-01T00:00:00Z,1947-10-15T00:00:00Z,21,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1883-06-21T00:00:00Z,1888-06-21T00:00:00Z,18,23,1888,1883
Q546,Adelaide Alexandra Cragg,,1888-06-21T00:00:00Z,1888,11,1888-06-21,,,Q546-8dd86ff7-43e8-5b6f-a306-ca6ab942e2f3,https://beyond-notability.wikibase.cloud/entity/Q546,1865,1947,1865-01-01T00:00:00Z,1947-10-15T00:00:00Z,23,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1883-06-21T00:00:00Z,1888-06-21T00:00:00Z,18,23,1888,1883
Q1006,Agnes Ramsay,,1880-01-01T00:00:00Z,1880,9,1880,,,Q1006-a5dd5abf-46a8-78c1-ee6d-36f7a29e5b0e,https://beyond-notability.wikibase.cloud/entity/Q1006,1852,1927,1852-01-01T00:00:00Z,1927-01-01T00:00:00Z,28,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1880-01-01T00:00:00Z,1894-01-01T00:00:00Z,28,42,1894,1880
Q1006,Agnes Ramsay,Margaret Ramsay,1881-01-01T00:00:00Z,1881,9,,,Q1028,Q1006-c446cdc2-4067-3048-cf27-58766465332f,https://beyond-notability.wikibase.cloud/entity/Q1006,1852,1927,1852-01-01T00:00:00Z,1927-01-01T00:00:00Z,29,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1880-01-01T00:00:00Z,1894-01-01T00:00:00Z,28,42,1894,1880
Q1006,Agnes Ramsay,,1886-01-01T00:00:00Z,1886,9,1886,,,Q1006-6d922b78-4437-5d88-9764-982f0061ecfb,https://beyond-notability.wikibase.cloud/entity/Q1006,1852,1927,1852-01-01T00:00:00Z,1927-01-01T00:00:00Z,34,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1880-01-01T00:00:00Z,1894-01-01T00:00:00Z,28,42,1894,1880
Q1006,Agnes Ramsay,,1888-01-01T00:00:00Z,1888,9,1888,,,Q1006-9b2f6ab2-4e30-e941-3b1f-a07b15fa5194,https://beyond-notability.wikibase.cloud/entity/Q1006,1852,1927,1852-01-01T00:00:00Z,1927-01-01T00:00:00Z,36,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1880-01-01T00:00:00Z,1894-01-01T00:00:00Z,28,42,1894,1880
Q1006,Agnes Ramsay,,1890-01-01T00:00:00Z,1890,9,1890,,,Q1006-0da3e2a4-4bd0-81f8-6850-02113e6f4133,https://beyond-notability.wikibase.cloud/entity/Q1006,1852,1927,1852-01-01T00:00:00Z,1927-01-01T00:00:00Z,38,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1880-01-01T00:00:00Z,1894-01-01T00:00:00Z,28,42,1894,1880
Q1006,Agnes Ramsay,,1894-01-01T00:00:00Z,1894,9,1894,,,Q1006-d3058492-4863-d9e4-2b7f-11ed2019ccef,https://beyond-notability.wikibase.cloud/entity/Q1006,1852,1927,1852-01-01T00:00:00Z,1927-01-01T00:00:00Z,42,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1880-01-01T00:00:00Z,1894-01-01T00:00:00Z,28,42,1894,1880
Q1088,Albina Lucy Cust Wherry,Beatrix Albina Wherry,1887-01-01T00:00:00Z,1887,9,,,Q1090,Q1088-7db0b2e4-404b-fbbb-3e35-875a98443627,https://beyond-notability.wikibase.cloud/entity/Q1088,1857,1929,1857-10-18T00:00:00Z,1929-03-04T00:00:00Z,30,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1887-01-01T00:00:00Z,1887-01-01T00:00:00Z,30,30,1887,1887
Q984,Alice Anne Mee,,1879-01-01T00:00:00Z,1879,9,1879,,,Q984-712e19e5-48a3-e8a7-05c3-b440193c0393,https://beyond-notability.wikibase.cloud/entity/Q984,1844,1903,1844-07-24T00:00:00Z,1903-01-01T00:00:00Z,35,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1879-01-01T00:00:00Z,1879-01-01T00:00:00Z,35,35,1879,1879
Q894,Alice Bertha Gomme,,1877-01-01T00:00:00Z,1877,9,1877,,,Q894-e4c8697b-45fc-d83d-e22a-dad3c9ece3ef,https://beyond-notability.wikibase.cloud/entity/Q894,1853,1938,1853-01-01T00:00:00Z,1938-01-05T00:00:00Z,24,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1877-01-01T00:00:00Z,1892-01-01T00:00:00Z,24,39,1892,1877
Q894,Alice Bertha Gomme,,1881-01-01T00:00:00Z,1881,9,1881,,,Q894-cce50129-4241-eb1d-4f33-733a13c31e24,https://beyond-notability.wikibase.cloud/entity/Q894,1853,1938,1853-01-01T00:00:00Z,1938-01-05T00:00:00Z,28,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1877-01-01T00:00:00Z,1892-01-01T00:00:00Z,24,39,1892,1877
Q894,Alice Bertha Gomme,,1883-01-01T00:00:00Z,1883,9,1883,,,Q894-46ea8e19-4007-5a5d-90b9-cfd6958c0e76,https://beyond-notability.wikibase.cloud/entity/Q894,1853,1938,1853-01-01T00:00:00Z,1938-01-05T00:00:00Z,30,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1877-01-01T00:00:00Z,1892-01-01T00:00:00Z,24,39,1892,1877
Q894,Alice Bertha Gomme,,1885-01-01T00:00:00Z,1885,9,1885,,,Q894-dcb5f90e-4264-2c62-092c-659fdb3adc4b,https://beyond-notability.wikibase.cloud/entity/Q894,1853,1938,1853-01-01T00:00:00Z,1938-01-05T00:00:00Z,32,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1877-01-01T00:00:00Z,1892-01-01T00:00:00Z,24,39,1892,1877
Q894,Alice Bertha Gomme,,1887-01-01T00:00:00Z,1887,9,1887,,,Q894-8c0b442f-440a-d397-53f5-9ade92d53bcc,https://beyond-notability.wikibase.cloud/entity/Q894,1853,1938,1853-01-01T00:00:00Z,1938-01-05T00:00:00Z,34,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1877-01-01T00:00:00Z,1892-01-01T00:00:00Z,24,39,1892,1877
Q894,Alice Bertha Gomme,,1889-01-01T00:00:00Z,1889,9,1889,,,Q894-12d4219f-4ab3-e13b-d09d-728356755b1b,https://beyond-notability.wikibase.cloud/entity/Q894,1853,1938,1853-01-01T00:00:00Z,1938-01-05T00:00:00Z,36,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1877-01-01T00:00:00Z,1892-01-01T00:00:00Z,24,39,1892,1877
Q894,Alice Bertha Gomme,,1892-01-01T00:00:00Z,1892,9,1892,,,Q894-1393a6ad-4acb-f976-0c9b-1a9ca4d096cd,https://beyond-notability.wikibase.cloud/entity/Q894,1853,1938,1853-01-01T00:00:00Z,1938-01-05T00:00:00Z,39,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1877-01-01T00:00:00Z,1892-01-01T00:00:00Z,24,39,1892,1877
Q904,Alice Grenfell,,1870-01-01T00:00:00Z,1870,9,1870,,,Q904-d4248466-4409-ffb2-c514-474f8160ff6b,https://beyond-notability.wikibase.cloud/entity/Q904,1842,1917,1842-01-01T00:00:00Z,1917-08-08T00:00:00Z,28,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1870-01-01T00:00:00Z,1870-01-01T00:00:00Z,28,28,1870,1870
Q1132,Alice Minet,Susan Minet,1884-01-01T00:00:00Z,1884,9,,,Q2371,Q1132-74dffb77-4338-0bac-833f-90caf9588651,https://beyond-notability.wikibase.cloud/entity/Q1132,1856,1887,1856-01-01T00:00:00Z,1887-01-01T00:00:00Z,28,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1884-01-01T00:00:00Z,1884-01-01T00:00:00Z,28,28,1884,1884
Q1378,Alicia Tyssen-Amherst,,1899-01-01T00:00:00Z,1899,9,1899,,,Q1378-fc5d4afa-429e-a22d-94aa-c428271898aa,https://beyond-notability.wikibase.cloud/entity/Q1378,1865,1941,1865-07-30T00:00:00Z,1941-09-14T00:00:00Z,34,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1899-01-01T00:00:00Z,1905-01-01T00:00:00Z,34,40,1905,1899
Q1378,Alicia Tyssen-Amherst,,1905-01-01T00:00:00Z,1905,9,1905,,,Q1378-1dc269ad-41d1-503a-b05e-0d6d612228cb,https://beyond-notability.wikibase.cloud/entity/Q1378,1865,1941,1865-07-30T00:00:00Z,1941-09-14T00:00:00Z,40,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1899-01-01T00:00:00Z,1905-01-01T00:00:00Z,34,40,1905,1899
Q1017,Anne Sophia Place,,1871-01-01T00:00:00Z,1871,9,1871,,,Q1017-74a17e00-4f64-743e-7407-9a43df21fb2a,https://beyond-notability.wikibase.cloud/entity/Q1017,1842,,1842-01-01T00:00:00Z,,29,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1871-01-01T00:00:00Z,1871-01-01T00:00:00Z,29,29,1871,1871
Q1380,Augusta Charlotte Elizabeth Herbert,,1851-01-01T00:00:00Z,1851,9,1851,,,Q1380-d08af696-40ba-f2c6-0296-43641bc104aa,https://beyond-notability.wikibase.cloud/entity/Q1380,1828,1914,1828-01-01T00:00:00Z,1914-01-01T00:00:00Z,23,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1851-01-01T00:00:00Z,1851-01-01T00:00:00Z,23,23,1851,1851
Q1053,Charlotte Carmichael Stopes,,1880-10-15T00:00:00Z,1880,11,1880-10-15,,,Q1053-35ed783c-41e4-9d67-88a3-6b4039111654,https://beyond-notability.wikibase.cloud/entity/Q1053,1840,1929,1840-02-05T00:00:00Z,1929-02-06T00:00:00Z,40,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1880-10-15T00:00:00Z,1884-03-13T00:00:00Z,40,44,1884,1880
Q1053,Charlotte Carmichael Stopes,,1884-03-13T00:00:00Z,1884,11,1884-03-13,,,Q1053-39687a43-4407-a535-3a5d-00a6eb4c13d3,https://beyond-notability.wikibase.cloud/entity/Q1053,1840,1929,1840-02-05T00:00:00Z,1929-02-06T00:00:00Z,44,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1880-10-15T00:00:00Z,1884-03-13T00:00:00Z,40,44,1884,1880
Q945,Charlotte Latham,,1833-01-01T00:00:00Z,1833,9,1833,,,Q945-30b2036c-4c3c-2925-acc8-b95bfab67c02,https://beyond-notability.wikibase.cloud/entity/Q945,1802,1883,1802-01-01T00:00:00Z,1883-01-01T00:00:00Z,31,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1833-01-01T00:00:00Z,1833-01-01T00:00:00Z,31,31,1833,1833
Q1376,Charlotte Schreiber,,1834-01-01T00:00:00Z,1834,9,1834,,,Q1376-b99202a6-4af9-6a91-7559-fd0905db1c82,https://beyond-notability.wikibase.cloud/entity/Q1376,1812,1895,1812-05-19T00:00:00Z,1895-01-15T00:00:00Z,22,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1834-01-01T00:00:00Z,1847-01-01T00:00:00Z,22,35,1847,1834
Q1376,Charlotte Schreiber,,1835-01-01T00:00:00Z,1835,9,1835,,,Q1376-2a63dafc-47f9-92fb-12f0-b925d6601335,https://beyond-notability.wikibase.cloud/entity/Q1376,1812,1895,1812-05-19T00:00:00Z,1895-01-15T00:00:00Z,23,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1834-01-01T00:00:00Z,1847-01-01T00:00:00Z,22,35,1847,1834
Q1376,Charlotte Schreiber,,1837-01-01T00:00:00Z,1837,9,1837,,,Q1376-90fe9116-42e5-d789-f92f-04efb438cff5,https://beyond-notability.wikibase.cloud/entity/Q1376,1812,1895,1812-05-19T00:00:00Z,1895-01-15T00:00:00Z,25,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1834-01-01T00:00:00Z,1847-01-01T00:00:00Z,22,35,1847,1834
Q1376,Charlotte Schreiber,,1838-01-01T00:00:00Z,1838,9,1838,,,Q1376-a5d031a8-4273-854d-93ca-7cafe421a559,https://beyond-notability.wikibase.cloud/entity/Q1376,1812,1895,1812-05-19T00:00:00Z,1895-01-15T00:00:00Z,26,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1834-01-01T00:00:00Z,1847-01-01T00:00:00Z,22,35,1847,1834
Q1376,Charlotte Schreiber,,1839-01-01T00:00:00Z,1839,9,1839,,,Q1376-8f359ea8-4799-3308-0b97-c1e35463747d,https://beyond-notability.wikibase.cloud/entity/Q1376,1812,1895,1812-05-19T00:00:00Z,1895-01-15T00:00:00Z,27,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1834-01-01T00:00:00Z,1847-01-01T00:00:00Z,22,35,1847,1834
Q1376,Charlotte Schreiber,,1840-01-01T00:00:00Z,1840,9,1840,,,Q1376-38825a8e-495f-8bc5-fd53-1c0c88be12f0,https://beyond-notability.wikibase.cloud/entity/Q1376,1812,1895,1812-05-19T00:00:00Z,1895-01-15T00:00:00Z,28,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1834-01-01T00:00:00Z,1847-01-01T00:00:00Z,22,35,1847,1834
Q1376,Charlotte Schreiber,,1841-01-01T00:00:00Z,1841,9,1841,,,Q1376-1297cbb6-4cb1-fbca-e535-5873cc851ddc,https://beyond-notability.wikibase.cloud/entity/Q1376,1812,1895,1812-05-19T00:00:00Z,1895-01-15T00:00:00Z,29,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1834-01-01T00:00:00Z,1847-01-01T00:00:00Z,22,35,1847,1834
Q1376,Charlotte Schreiber,,1843-01-01T00:00:00Z,1843,9,1843,,,Q1376-f9750c8f-4478-ff4e-1f36-cdf96be918ce,https://beyond-notability.wikibase.cloud/entity/Q1376,1812,1895,1812-05-19T00:00:00Z,1895-01-15T00:00:00Z,31,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1834-01-01T00:00:00Z,1847-01-01T00:00:00Z,22,35,1847,1834
Q1376,Charlotte Schreiber,,1844-01-01T00:00:00Z,1844,9,1844,,,Q1376-e3392019-4eba-6a2d-6d60-f60a5d69ceba,https://beyond-notability.wikibase.cloud/entity/Q1376,1812,1895,1812-05-19T00:00:00Z,1895-01-15T00:00:00Z,32,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1834-01-01T00:00:00Z,1847-01-01T00:00:00Z,22,35,1847,1834
Q1376,Charlotte Schreiber,,1847-01-01T00:00:00Z,1847,9,1847,,,Q1376-982e49d7-4b85-1bc3-24c6-6ae69f78350d,https://beyond-notability.wikibase.cloud/entity/Q1376,1812,1895,1812-05-19T00:00:00Z,1895-01-15T00:00:00Z,35,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1834-01-01T00:00:00Z,1847-01-01T00:00:00Z,22,35,1847,1834
Q3732,Christine Sophie Marie Toms,,1908-01-01T00:00:00Z,1908,9,1908,,,Q3732-4310f9a7-43cb-7843-17e5-935061ddad4e,https://beyond-notability.wikibase.cloud/entity/Q3732,1877,1927,1877-01-01T00:00:00Z,1927-01-01T00:00:00Z,31,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1908-01-01T00:00:00Z,1908-01-01T00:00:00Z,31,31,1908,1908
Q1038,Constance Charlotte Elisa Russell,,1868-01-01T00:00:00Z,1868,9,1868,,,Q1038-45aa564b-476f-5146-3bd2-4674d2bb812a,https://beyond-notability.wikibase.cloud/entity/Q1038,1832,1925,1832-01-01T00:00:00Z,1925-06-20T00:00:00Z,36,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1868-01-01T00:00:00Z,1878-01-01T00:00:00Z,36,46,1878,1868
Q1038,Constance Charlotte Elisa Russell,,1873-01-01T00:00:00Z,1873,9,1873,,,Q1038-a1768cea-4077-b026-f1f6-1da9f2307e9f,https://beyond-notability.wikibase.cloud/entity/Q1038,1832,1925,1832-01-01T00:00:00Z,1925-06-20T00:00:00Z,41,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1868-01-01T00:00:00Z,1878-01-01T00:00:00Z,36,46,1878,1868
Q1038,Constance Charlotte Elisa Russell,,1878-01-01T00:00:00Z,1878,9,1878,,,Q1038-df1c7e15-45f4-eed7-37c9-bcca1543782e,https://beyond-notability.wikibase.cloud/entity/Q1038,1832,1925,1832-01-01T00:00:00Z,1925-06-20T00:00:00Z,46,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1868-01-01T00:00:00Z,1878-01-01T00:00:00Z,36,46,1878,1868
Q2244,Dora Patience Peers,Charles Reed Peers,1868-09-22T00:00:00Z,1868,11,,,Q55,Q2244-a740e3f8-46a7-339e-50d0-4b7da89396f6,https://beyond-notability.wikibase.cloud/entity/Q2244,1843,1914,1843-01-01T00:00:00Z,1914-01-01T00:00:00Z,25,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1868-09-22T00:00:00Z,1868-09-22T00:00:00Z,25,25,1868,1868
Q792,Dorothy Mary Mackay,,1914-01-01T00:00:00Z,1914,9,1914,,,Q792-3e7ca68f-4305-c709-6936-1e45ab2801ce,https://beyond-notability.wikibase.cloud/entity/Q792,1881,1953,1881-01-01T00:00:00Z,1953-02-08T00:00:00Z,33,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1914-01-01T00:00:00Z,1916-01-01T00:00:00Z,33,35,1916,1914
Q792,Dorothy Mary Mackay,,1916-01-01T00:00:00Z,1916,9,1916,,,Q792-6ea4cd97-448d-8e77-73e5-09f51ac8487f,https://beyond-notability.wikibase.cloud/entity/Q792,1881,1953,1881-01-01T00:00:00Z,1953-02-08T00:00:00Z,35,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1914-01-01T00:00:00Z,1916-01-01T00:00:00Z,33,35,1916,1914
Q462,Edith Blake,,1875-11-05T00:00:00Z,1875,11,1875-11-05,,,Q462-06716676-4b81-d758-9b5e-d7ef0310c2c8,https://beyond-notability.wikibase.cloud/entity/Q462,1846,1926,1846-02-07T00:00:00Z,1926-04-18T00:00:00Z,29,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1875-11-05T00:00:00Z,1878-06-06T00:00:00Z,29,32,1878,1875
Q462,Edith Blake,,1877-01-15T00:00:00Z,1877,11,1877-01-15,,,Q462-48de832a-43e8-7d3a-99e7-b31feddc2efd,https://beyond-notability.wikibase.cloud/entity/Q462,1846,1926,1846-02-07T00:00:00Z,1926-04-18T00:00:00Z,31,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1875-11-05T00:00:00Z,1878-06-06T00:00:00Z,29,32,1878,1875
