bn_id,personLabel,childLabel,date_value,year,date_prec,had_child_edtf,note,child,s,person,bn_dob_yr,bn_dod_yr,bn_dob,bn_dod,age,all_start_date,all_end_date,earliest,latest,start_age,last_age,latest_year,earliest_year
Q1027,Lucy Ramsay,,1878-01-01T00:00:00Z,1878,9,1878,,,Q1027-768bb54f-40fa-777b-0bfb-2623f323ee0a,https://beyond-notability.wikibase.cloud/entity/Q1027,1850,1905,1850-11-10T00:00:00Z,1905-07-04T00:00:00Z,28,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1874-01-01T00:00:00Z,1878-01-01T00:00:00Z,24,28,1878,1874
Q1149,Mabel Morrison,,1868-01-01T00:00:00Z,1868,9,1868,,,Q1149-e4744dd2-460b-8a73-a991-002946317c43,https://beyond-notability.wikibase.cloud/entity/Q1149,1847,1933,1847-05-01T00:00:00Z,1933-03-01T00:00:00Z,21,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1868-01-01T00:00:00Z,1873-01-01T00:00:00Z,21,26,1873,1868
Q1149,Mabel Morrison,,1870-01-01T00:00:00Z,1870,9,1870,,,Q1149-a17ffa4a-40c4-e258-49b8-0d75538c208b,https://beyond-notability.wikibase.cloud/entity/Q1149,1847,1933,1847-05-01T00:00:00Z,1933-03-01T00:00:00Z,23,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1868-01-01T00:00:00Z,1873-01-01T00:00:00Z,21,26,1873,1868
Q1149,Mabel Morrison,,1872-01-01T00:00:00Z,1872,9,1872,,,Q1149-7d7f21d9-4d86-5788-7600-89ef0b9742f1,https://beyond-notability.wikibase.cloud/entity/Q1149,1847,1933,1847-05-01T00:00:00Z,1933-03-01T00:00:00Z,25,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1868-01-01T00:00:00Z,1873-01-01T00:00:00Z,21,26,1873,1868
Q1149,Mabel Morrison,,1873-01-01T00:00:00Z,1873,9,1873,,,Q1149-c60eeeb2-49dd-62dc-b53b-0fcbb73aa663,https://beyond-notability.wikibase.cloud/entity/Q1149,1847,1933,1847-05-01T00:00:00Z,1933-03-01T00:00:00Z,26,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1868-01-01T00:00:00Z,1873-01-01T00:00:00Z,21,26,1873,1868
Q423,Margaret Augusta Dodd,,1872-01-01T00:00:00Z,1872,9,1872,,,Q423-1bafa9b1-4d0a-55a1-9d05-ce420c906d52,https://beyond-notability.wikibase.cloud/entity/Q423,1851,1930,1851-01-01T00:00:00Z,1930-10-18T00:00:00Z,21,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1872-01-01T00:00:00Z,1876-01-01T00:00:00Z,21,25,1876,1872
Q423,Margaret Augusta Dodd,,1874-01-01T00:00:00Z,1874,9,1874,,,Q423-c6b124eb-4486-1ad6-d54e-537915e1747c,https://beyond-notability.wikibase.cloud/entity/Q423,1851,1930,1851-01-01T00:00:00Z,1930-10-18T00:00:00Z,23,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1872-01-01T00:00:00Z,1876-01-01T00:00:00Z,21,25,1876,1872
Q423,Margaret Augusta Dodd,,1876-01-01T00:00:00Z,1876,9,1876,,,Q423-e1388545-42a2-5f2b-820a-e0d836d41622,https://beyond-notability.wikibase.cloud/entity/Q423,1851,1930,1851-01-01T00:00:00Z,1930-10-18T00:00:00Z,25,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1872-01-01T00:00:00Z,1876-01-01T00:00:00Z,21,25,1876,1872
Q3658,Margaret Emily Blaauw,,1834-01-01T00:00:00Z,1834,9,1834,,,Q3658-10981dab-4a21-c6ad-a585-e7ea12482086,https://beyond-notability.wikibase.cloud/entity/Q3658,1798,1881,1798-11-01T00:00:00Z,1881-08-01T00:00:00Z,36,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1834-01-01T00:00:00Z,1839-01-01T00:00:00Z,36,41,1839,1834
Q3658,Margaret Emily Blaauw,,1839-01-01T00:00:00Z,1839,9,1839,,,Q3658-d1288088-4acd-134f-f0be-749a13d1411d,https://beyond-notability.wikibase.cloud/entity/Q3658,1798,1881,1798-11-01T00:00:00Z,1881-08-01T00:00:00Z,41,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1834-01-01T00:00:00Z,1839-01-01T00:00:00Z,36,41,1839,1834
Q1074,Margaret Maria Verney,,1873-01-01T00:00:00Z,1873,9,1873,,,Q1074-da9f369b-450b-aa0a-6662-871ae0e6de83,https://beyond-notability.wikibase.cloud/entity/Q1074,1844,1930,1844-12-03T00:00:00Z,1930-05-07T00:00:00Z,29,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1873-01-01T00:00:00Z,1881-01-01T00:00:00Z,29,37,1881,1873
Q1074,Margaret Maria Verney,,1875-01-01T00:00:00Z,1875,9,1875,,,Q1074-331b9e25-4a6e-f431-4e80-54ce1ce3e75e,https://beyond-notability.wikibase.cloud/entity/Q1074,1844,1930,1844-12-03T00:00:00Z,1930-05-07T00:00:00Z,31,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1873-01-01T00:00:00Z,1881-01-01T00:00:00Z,29,37,1881,1873
Q1074,Margaret Maria Verney,,1879-01-01T00:00:00Z,1879,9,1879,,,Q1074-0434715e-490b-946d-1fea-dc40adcdc7e7,https://beyond-notability.wikibase.cloud/entity/Q1074,1844,1930,1844-12-03T00:00:00Z,1930-05-07T00:00:00Z,35,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1873-01-01T00:00:00Z,1881-01-01T00:00:00Z,29,37,1881,1873
Q1074,Margaret Maria Verney,,1881-01-01T00:00:00Z,1881,9,1881,,,Q1074-0ab11751-4372-4286-bbd2-2d27397db56c,https://beyond-notability.wikibase.cloud/entity/Q1074,1844,1930,1844-12-03T00:00:00Z,1930-05-07T00:00:00Z,37,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1873-01-01T00:00:00Z,1881-01-01T00:00:00Z,29,37,1881,1873
Q507,Margaret Sefton-Jones,,1898-01-01T00:00:00Z,1898,9,1898,,,Q507-b4a1b54b-4cb1-493c-a3ab-3c47605eb10a,https://beyond-notability.wikibase.cloud/entity/Q507,1865,1948,1865-01-01T00:00:00Z,1948-02-14T00:00:00Z,33,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1898-01-01T00:00:00Z,1898-01-01T00:00:00Z,33,33,1898,1898
Q1253,Margaret Susan Tyssen-Amherst,Mary Rothes Margaret Cecil,1857-04-25T00:00:00Z,1857,11,,,Q482,Q1253-52d2f7bc-4023-9fb5-e9cd-a6835c372c46,https://beyond-notability.wikibase.cloud/entity/Q1253,1835,1919,1835-01-08T00:00:00Z,1919-11-02T00:00:00Z,22,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1857-04-25T00:00:00Z,1870-01-01T00:00:00Z,22,35,1870,1857
Q1253,Margaret Susan Tyssen-Amherst,,1858-01-01T00:00:00Z,1858,9,1858,,,Q1253-4577a455-47b0-5524-78a6-4955628caf04,https://beyond-notability.wikibase.cloud/entity/Q1253,1835,1919,1835-01-08T00:00:00Z,1919-11-02T00:00:00Z,23,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1857-04-25T00:00:00Z,1870-01-01T00:00:00Z,22,35,1870,1857
Q1253,Margaret Susan Tyssen-Amherst,,1859-01-01T00:00:00Z,1859,9,1859,,,Q1253-f090dd19-46e3-4e8c-0978-54ee61511a61,https://beyond-notability.wikibase.cloud/entity/Q1253,1835,1919,1835-01-08T00:00:00Z,1919-11-02T00:00:00Z,24,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1857-04-25T00:00:00Z,1870-01-01T00:00:00Z,22,35,1870,1857
Q1253,Margaret Susan Tyssen-Amherst,,1860-01-01T00:00:00Z,1860,9,1860,,,Q1253-66da47d6-440d-b93a-3a02-6f5bd5db88c7,https://beyond-notability.wikibase.cloud/entity/Q1253,1835,1919,1835-01-08T00:00:00Z,1919-11-02T00:00:00Z,25,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1857-04-25T00:00:00Z,1870-01-01T00:00:00Z,22,35,1870,1857
Q1253,Margaret Susan Tyssen-Amherst,,1864-01-01T00:00:00Z,1864,9,1864,,,Q1253-ac91744b-496c-3a27-0f16-6828926df9f5,https://beyond-notability.wikibase.cloud/entity/Q1253,1835,1919,1835-01-08T00:00:00Z,1919-11-02T00:00:00Z,29,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1857-04-25T00:00:00Z,1870-01-01T00:00:00Z,22,35,1870,1857
Q1253,Margaret Susan Tyssen-Amherst,Alicia Tyssen-Amherst,1865-07-30T00:00:00Z,1865,11,,,Q1378,Q1253-ad006680-414b-b9b6-a30b-395d00adb35e,https://beyond-notability.wikibase.cloud/entity/Q1253,1835,1919,1835-01-08T00:00:00Z,1919-11-02T00:00:00Z,30,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1857-04-25T00:00:00Z,1870-01-01T00:00:00Z,22,35,1870,1857
Q1253,Margaret Susan Tyssen-Amherst,,1866-01-01T00:00:00Z,1866,9,1866,,,Q1253-dae9a397-4f2d-d099-b36f-a91928a6da55,https://beyond-notability.wikibase.cloud/entity/Q1253,1835,1919,1835-01-08T00:00:00Z,1919-11-02T00:00:00Z,31,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1857-04-25T00:00:00Z,1870-01-01T00:00:00Z,22,35,1870,1857
Q1253,Margaret Susan Tyssen-Amherst,,1868-01-01T00:00:00Z,1868,9,1868,,,Q1253-e9da619f-4656-1bfb-a3a6-1f69b8d5861e,https://beyond-notability.wikibase.cloud/entity/Q1253,1835,1919,1835-01-08T00:00:00Z,1919-11-02T00:00:00Z,33,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1857-04-25T00:00:00Z,1870-01-01T00:00:00Z,22,35,1870,1857
Q1253,Margaret Susan Tyssen-Amherst,,1870-01-01T00:00:00Z,1870,9,1870,,,Q1253-dd2884fc-4632-961c-4b06-ac86dbbf4f80,https://beyond-notability.wikibase.cloud/entity/Q1253,1835,1919,1835-01-08T00:00:00Z,1919-11-02T00:00:00Z,35,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1857-04-25T00:00:00Z,1870-01-01T00:00:00Z,22,35,1870,1857
Q624,Maria Millington Lathbury Evans,Joan Evans,1893-06-22T00:00:00Z,1893,11,,,Q275,Q624-a28e942c-43df-747f-6ee7-9b485ea6a48a,https://beyond-notability.wikibase.cloud/entity/Q624,1856,1944,1856-12-04T00:00:00Z,1944-01-01T00:00:00Z,37,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1893-06-22T00:00:00Z,1893-06-22T00:00:00Z,37,37,1893,1893
Q734,Marie Clothilde Balfour,,1887-01-01T00:00:00Z,1887,9,1887,,,Q734-acac1cd1-4481-64bf-0ad6-d9ca560eebc5,https://beyond-notability.wikibase.cloud/entity/Q734,1862,1931,1862-01-01T00:00:00Z,1931-01-01T00:00:00Z,25,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1887-01-01T00:00:00Z,1887-01-01T00:00:00Z,25,25,1887,1887
Q2092,Mary Anne Everett Green,,1847-01-01T00:00:00Z,1847,9,1847,,,Q2092-76be87f2-4d5b-13f9-058f-1fd73065a979,https://beyond-notability.wikibase.cloud/entity/Q2092,1818,1895,1818-07-19T00:00:00Z,1895-11-01T00:00:00Z,29,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1847-01-01T00:00:00Z,1859-01-01T00:00:00Z,29,41,1859,1847
Q2092,Mary Anne Everett Green,,1854-01-01T00:00:00Z,1854,9,1854,,,Q2092-59fb1a4d-441e-78cb-c765-2e08c97ce97a,https://beyond-notability.wikibase.cloud/entity/Q2092,1818,1895,1818-07-19T00:00:00Z,1895-11-01T00:00:00Z,36,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1847-01-01T00:00:00Z,1859-01-01T00:00:00Z,29,41,1859,1847
Q2092,Mary Anne Everett Green,,1856-01-01T00:00:00Z,1856,9,1856,,,Q2092-03c85e33-4eac-eeed-1fc3-8b2e28bd9eed,https://beyond-notability.wikibase.cloud/entity/Q2092,1818,1895,1818-07-19T00:00:00Z,1895-11-01T00:00:00Z,38,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1847-01-01T00:00:00Z,1859-01-01T00:00:00Z,29,41,1859,1847
Q2092,Mary Anne Everett Green,,1859-01-01T00:00:00Z,1859,9,1859,,,Q2092-d373cd8e-4cf5-9735-5d7e-1cfea3cbeb47,https://beyond-notability.wikibase.cloud/entity/Q2092,1818,1895,1818-07-19T00:00:00Z,1895-11-01T00:00:00Z,41,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1847-01-01T00:00:00Z,1859-01-01T00:00:00Z,29,41,1859,1847
Q847,Mary Louisa Dawson,,1889-01-01T00:00:00Z,1889,9,1889,,,Q847-fc105e7c-4ad4-0bbd-17f1-31c13395cbc0,https://beyond-notability.wikibase.cloud/entity/Q847,1851,,1851-01-01T00:00:00Z,,38,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1889-01-01T00:00:00Z,1889-01-01T00:00:00Z,38,38,1889,1889
Q1005,Mary Owen,,1896-01-01T00:00:00Z,1896,9,1896,,,Q1005-78711284-4442-da68-e022-58c76cfa22e7,https://beyond-notability.wikibase.cloud/entity/Q1005,1864,1941,1864-01-01T00:00:00Z,1941-01-01T00:00:00Z,32,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1896-01-01T00:00:00Z,1896-01-01T00:00:00Z,32,32,1896,1896
Q482,Mary Rothes Margaret Cecil,,1886-01-01T00:00:00Z,1886,9,1886,,,Q482-4d049dad-41e8-2817-478a-5dfceeae7c99,https://beyond-notability.wikibase.cloud/entity/Q482,1857,1919,1857-04-25T00:00:00Z,1919-12-21T00:00:00Z,29,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1886-01-01T00:00:00Z,1893-01-01T00:00:00Z,29,36,1893,1886
Q482,Mary Rothes Margaret Cecil,,1887-01-01T00:00:00Z,1887,9,1887,,,Q482-5f6293ab-471c-4c25-c7f0-3cd53cbaecd2,https://beyond-notability.wikibase.cloud/entity/Q482,1857,1919,1857-04-25T00:00:00Z,1919-12-21T00:00:00Z,30,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1886-01-01T00:00:00Z,1893-01-01T00:00:00Z,29,36,1893,1886
Q482,Mary Rothes Margaret Cecil,,1890-01-01T00:00:00Z,1890,9,1890,,,Q482-cec0a4f0-4d06-c94b-46e4-d61da8c1ada0,https://beyond-notability.wikibase.cloud/entity/Q482,1857,1919,1857-04-25T00:00:00Z,1919-12-21T00:00:00Z,33,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1886-01-01T00:00:00Z,1893-01-01T00:00:00Z,29,36,1893,1886
Q482,Mary Rothes Margaret Cecil,,1893-01-01T00:00:00Z,1893,9,1893,,,Q482-38c3e6b8-400a-ec55-a23c-77ab9f3696db,https://beyond-notability.wikibase.cloud/entity/Q482,1857,1919,1857-04-25T00:00:00Z,1919-12-21T00:00:00Z,36,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1886-01-01T00:00:00Z,1893-01-01T00:00:00Z,29,36,1893,1886
Q2836,May Elliot Hobbs,,1907-01-01T00:00:00Z,1907,9,1907,,,Q2836-12e9bf8b-41a0-44ae-e1ca-deeffe1626b8,https://beyond-notability.wikibase.cloud/entity/Q2836,1877,1956,1877-01-01T00:00:00Z,1956-01-01T00:00:00Z,30,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1907-01-01T00:00:00Z,1907-01-01T00:00:00Z,30,30,1907,1907
Q881,Mildred Berkeley,,1881-01-01T00:00:00Z,1881,9,1881,,,Q881-3e1fd8a9-4b79-384f-a6d4-44523b58fb1f,https://beyond-notability.wikibase.cloud/entity/Q881,1857,1944,1857-01-01T00:00:00Z,1944-05-19T00:00:00Z,24,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1881-01-01T00:00:00Z,1890-01-01T00:00:00Z,24,33,1890,1881
Q881,Mildred Berkeley,,1882-01-01T00:00:00Z,1882,9,1882,,,Q881-c16f796f-483f-8f09-a081-2f42f101b897,https://beyond-notability.wikibase.cloud/entity/Q881,1857,1944,1857-01-01T00:00:00Z,1944-05-19T00:00:00Z,25,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1881-01-01T00:00:00Z,1890-01-01T00:00:00Z,24,33,1890,1881
Q881,Mildred Berkeley,,1887-01-01T00:00:00Z,1887,9,1887,,,Q881-66364037-47eb-d470-1092-9ecde7296004,https://beyond-notability.wikibase.cloud/entity/Q881,1857,1944,1857-01-01T00:00:00Z,1944-05-19T00:00:00Z,30,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1881-01-01T00:00:00Z,1890-01-01T00:00:00Z,24,33,1890,1881
Q881,Mildred Berkeley,,1889-01-01T00:00:00Z,1889,9,1889,,,Q881-1153ce8d-498b-9980-fb48-97d3e80f5319,https://beyond-notability.wikibase.cloud/entity/Q881,1857,1944,1857-01-01T00:00:00Z,1944-05-19T00:00:00Z,32,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1881-01-01T00:00:00Z,1890-01-01T00:00:00Z,24,33,1890,1881
Q881,Mildred Berkeley,,1890-01-01T00:00:00Z,1890,9,1890,,,Q881-ece1fc9d-4673-13dd-d2aa-3984f6b9198f,https://beyond-notability.wikibase.cloud/entity/Q881,1857,1944,1857-01-01T00:00:00Z,1944-05-19T00:00:00Z,33,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1881-01-01T00:00:00Z,1890-01-01T00:00:00Z,24,33,1890,1881
Q76,Rachael Poole,,1883-01-01T00:00:00Z,1883,9,1883,,,Q76-b3f574fa-4488-3698-517a-beee09cb23f4,https://beyond-notability.wikibase.cloud/entity/Q76,1860,1937,1860-06-13T00:00:00Z,1937-04-09T00:00:00Z,23,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1883-01-01T00:00:00Z,1890-01-01T00:00:00Z,23,30,1890,1883
Q76,Rachael Poole,,1886-01-01T00:00:00Z,1886,9,1886,,,Q76-f7aff558-47e0-1740-e42a-960d5b39489f,https://beyond-notability.wikibase.cloud/entity/Q76,1860,1937,1860-06-13T00:00:00Z,1937-04-09T00:00:00Z,26,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1883-01-01T00:00:00Z,1890-01-01T00:00:00Z,23,30,1890,1883
Q76,Rachael Poole,,1889-01-01T00:00:00Z,1889,9,1889,,,Q76-e3583404-4b40-82a5-0461-b7a01c74a435,https://beyond-notability.wikibase.cloud/entity/Q76,1860,1937,1860-06-13T00:00:00Z,1937-04-09T00:00:00Z,29,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1883-01-01T00:00:00Z,1890-01-01T00:00:00Z,23,30,1890,1883
Q76,Rachael Poole,,1890-01-01T00:00:00Z,1890,9,1890,,,Q76-da5b1076-421f-1697-f050-d20ef355e5f0,https://beyond-notability.wikibase.cloud/entity/Q76,1860,1937,1860-06-13T00:00:00Z,1937-04-09T00:00:00Z,30,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1883-01-01T00:00:00Z,1890-01-01T00:00:00Z,23,30,1890,1883
Q2924,Sarah Elizabeth Hay-Williams,Margaret Maria Verney,1844-12-03T00:00:00Z,1844,11,,,Q1074,Q2924-dc65611c-46ce-3830-3a4e-510d7e85a78c,https://beyond-notability.wikibase.cloud/entity/Q2924,1801,1876,1801-07-09T00:00:00Z,1876-08-08T00:00:00Z,43,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1844-12-03T00:00:00Z,1844-12-03T00:00:00Z,43,43,1844,1844
Q960,Sophia Crawford Lomas,,1872-01-01T00:00:00Z,1872,9,1872,,,Q960-b2ea5faa-450a-72a3-a6cf-7f9d3bc1dbaa,https://beyond-notability.wikibase.cloud/entity/Q960,1849,1929,1849-01-01T00:00:00Z,1929-04-17T00:00:00Z,23,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1872-01-01T00:00:00Z,1874-01-01T00:00:00Z,23,25,1874,1872
Q960,Sophia Crawford Lomas,,1874-01-01T00:00:00Z,1874,9,1874,,,Q960-445b112a-44ba-9c98-942d-f0474526ddc7,https://beyond-notability.wikibase.cloud/entity/Q960,1849,1929,1849-01-01T00:00:00Z,1929-04-17T00:00:00Z,25,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1872-01-01T00:00:00Z,1874-01-01T00:00:00Z,23,25,1874,1872
Q3738,Sybil Mary Gella Wynne-Jones,,1917-01-01T00:00:00Z,1917,9,1917,,,Q3738-e27822ad-4b52-5d68-3254-b122dde84e76,https://beyond-notability.wikibase.cloud/entity/Q3738,1889,1975,1889-01-01T00:00:00Z,1975-01-01T00:00:00Z,28,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1917-01-01T00:00:00Z,1922-01-01T00:00:00Z,28,33,1922,1917
Q3738,Sybil Mary Gella Wynne-Jones,,1919-01-01T00:00:00Z,1919,9,1919,,,Q3738-9a83f745-4698-8cc0-d145-0628d2de17aa,https://beyond-notability.wikibase.cloud/entity/Q3738,1889,1975,1889-01-01T00:00:00Z,1975-01-01T00:00:00Z,30,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1917-01-01T00:00:00Z,1922-01-01T00:00:00Z,28,33,1922,1917
Q3738,Sybil Mary Gella Wynne-Jones,,1922-01-01T00:00:00Z,1922,9,1922,,,Q3738-b35a1598-4335-0495-5184-a3aaf6124c77,https://beyond-notability.wikibase.cloud/entity/Q3738,1889,1975,1889-01-01T00:00:00Z,1975-01-01T00:00:00Z,33,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1917-01-01T00:00:00Z,1922-01-01T00:00:00Z,28,33,1922,1917
Q145,Tessa Verney Wheeler,,1915-01-01T00:00:00Z,1915,10,1915-01,,,Q145-b7fba0dd-4eb3-99ad-df59-965a8a9b9166,https://beyond-notability.wikibase.cloud/entity/Q145,1893,1936,1893-03-27T00:00:00Z,1936-04-15T00:00:00Z,22,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1915-01-01T00:00:00Z,1915-01-01T00:00:00Z,22,22,1915,1915
Q914,Theodora Helyar,,1847-01-01T00:00:00Z,1847,9,1847,,,Q914-23154c6f-4338-e1b9-6659-551b0b566c06,https://beyond-notability.wikibase.cloud/entity/Q914,1820,1909,1820-01-01T00:00:00Z,1909-01-30T00:00:00Z,27,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1847-01-01T00:00:00Z,1859-06-14T00:00:00Z,27,39,1859,1847
Q914,Theodora Helyar,,1851-01-01T00:00:00Z,1851,9,1851,,,Q914-672bc17c-4d87-af9a-d011-b5e8688d4eb7,https://beyond-notability.wikibase.cloud/entity/Q914,1820,1909,1820-01-01T00:00:00Z,1909-01-30T00:00:00Z,31,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1847-01-01T00:00:00Z,1859-06-14T00:00:00Z,27,39,1859,1847
Q914,Theodora Helyar,,1853-03-16T00:00:00Z,1853,11,1853-03-16,,,Q914-aa6e9fdb-4e58-f0ec-7a57-f80f11434a90,https://beyond-notability.wikibase.cloud/entity/Q914,1820,1909,1820-01-01T00:00:00Z,1909-01-30T00:00:00Z,33,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1847-01-01T00:00:00Z,1859-06-14T00:00:00Z,27,39,1859,1847
Q914,Theodora Helyar,,1859-06-14T00:00:00Z,1859,11,1859-06-14,,,Q914-8ee80ab1-4327-3e12-9a2e-fb50d9d8438c,https://beyond-notability.wikibase.cloud/entity/Q914,1820,1909,1820-01-01T00:00:00Z,1909-01-30T00:00:00Z,39,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1847-01-01T00:00:00Z,1859-06-14T00:00:00Z,27,39,1859,1847
Q572,Winifred Hansard,,1908-01-01T00:00:00Z,1908,9,1908,,,Q572-7829e0a0-4cef-f5e3-7d66-26057fd897e1,https://beyond-notability.wikibase.cloud/entity/Q572,1871,1937,1871-01-01T00:00:00Z,1937-01-01T00:00:00Z,37,1832-01-01T00:00:00Z,1942-01-01T00:00:00Z,1908-01-01T00:00:00Z,1908-01-01T00:00:00Z,37,37,1908,1908
